SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,class,water_class,lon,lat
0.10856375000000001,0.13811250000000003,0.202854375,0.26410833333333333,0.35234666666666664,0.36239333333333335,0.27411375,0,-1,44.93970430829786,36.20592378997423
0.108935,0.14041791666666664,0.20397500000000002,0.2663358333333334,0.36654125000000004,0.372275,0.27560906250000006,0,-1,44.9399738028831,36.20592378997423
0.108419375,0.14274625000000002,0.20953,0.272802,0.3676103125,0.37996125000000003,0.2809145,0,-1,44.940243297468335,36.20592378997423
0.108419375,0.14274625000000002,0.20953,0.272802,0.3676103125,0.37996125000000003,0.2809145,0,-1,44.940512792053575,36.20592378997423
0.10755312500000001,0.14046375,0.20707333333333336,0.2704315,0.3588825,0.36571625,0.27450150000000006,0,-1,44.94078228663881,36.20592378997423
0.10433791666666667,0.133609375,0.19732,0.256115,0.3543175,0.352145,0.26930125,0,-1,44.93781784620121,36.20619328455946
0.10873333333333333,0.137940625,0.20176125,0.258885625,0.35757625000000004,0.3666925,0.277874375,0,-1,44.938087340786446,36.20619328455946
0.11301874999999999,0.14421062499999998,0.2123075,0.2759975,0.37011625,0.38103375,0.290325,0,-1,44.938356835371685,36.20619328455946
0.11068125,0.14390124999999998,0.21316000000000002,0.2818275,0.3733016666666667,0.380793125,0.289066875,0,-1,44.93862632995692,36.20619328455946
0.10951250000000001,0.14031249999999998,0.20819166666666664,0.27514500000000003,0.36431375,0.370548,0.28213,0,-1,44.93889582454216,36.20619328455946
0.10951250000000001,0.14031249999999998,0.20819166666666664,0.27514500000000003,0.36431375,0.370548,0.28213,0,-1,44.93916531912739,36.20619328455946
0.11314250000000001,0.14144,0.20484125,0.26997499999999997,0.35507375,0.36683000000000004,0.28554,0,-1,44.93943481371263,36.20619328455946
0.10923749999999999,0.13812625,0.20019375,0.2659325,0.34712624999999997,0.363454375,0.28085354166666665,0,-1,44.93970430829786,36.20619328455946
0.10925125,0.14067000000000002,0.20565250000000002,0.26875125,0.357425,0.37289375,0.28243250000000003,0,-1,44.9399738028831,36.20619328455946
0.11064,0.140621875,0.20568000000000003,0.26919812499999995,0.35771833333333336,0.3737875,0.2821025,0,-1,44.940243297468335,36.20619328455946
0.11064,0.140621875,0.20568000000000003,0.26919812499999995,0.35771833333333336,0.3737875,0.2821025,0,-1,44.940512792053575,36.20619328455946
0.10717499999999998,0.1375625,0.20272375,0.2642641666666667,0.34796958333333333,0.35851125,0.27479437500000004,0,-1,44.94078228663881,36.20619328455946
0.10480999999999999,0.13394625,0.1987225,0.25684375,0.34407374999999996,0.35325875000000007,0.26915,0,-1,44.94105178122404,36.20619328455946
0.10423249999999998,0.1337995833333333,0.19538125,0.253915,0.3578283333333334,0.360140625,0.26586375,0,-1,44.94132127580928,36.20619328455946
0.10505749999999998,0.1363525,0.19759500000000002,0.25294333333333335,0.3601475,0.36006499999999997,0.266631,0,-1,44.94159077039451,36.20619328455946
0.10505749999999998,0.1363525,0.19759500000000002,0.25294333333333335,0.3601475,0.36006499999999997,0.266631,0,-1,44.94186026497975,36.20619328455946
0.1048375,0.13433125,0.1966875,0.25538625000000004,0.355995,0.36472625,0.27640312499999997,0,-1,44.942129759564985,36.20619328455946
0.10713375,0.1306875,0.18588000000000002,0.23551750000000002,0.3251345,0.37035000000000007,0.2959625,4,-1,44.942399254150224,36.20619328455946
0.1053771875,0.13070468750000003,0.19078416666666667,0.23219458333333332,0.29614125,0.3321822916666667,0.27124000000000004,0,-1,44.94266874873546,36.20619328455946
0.08198499999999997,0.09919999999999998,0.12649375,0.10839875000000002,0.10413624999999999,0.11256500000000003,0.09295750000000003,0,-1,44.9429382433207,36.20619328455946
0.08198499999999997,0.09919999999999998,0.12649375,0.10839875000000002,0.10413624999999999,0.11256500000000003,0.09295750000000003,0,-1,44.94320773790593,36.20619328455946
0.10545052083333334,0.13276375,0.191950625,0.24999625,0.354640625,0.3715875,0.27275249999999995,0,-1,44.93673986786027,36.2064627791447
0.10931999999999999,0.1360225,0.19777375,0.25463,0.3490375,0.3691904166666667,0.28186875,0,-1,44.93700936244551,36.2064627791447
0.10895906250000001,0.13768625,0.20579,0.26576750000000005,0.358916875,0.374179375,0.2817175,0,-1,44.93727885703074,36.2064627791447
0.10782124999999998,0.13675125,0.20275125000000002,0.261945,0.35554125000000003,0.3762441666666667,0.28039749999999997,0,-1,44.93754835161598,36.2064627791447
0.10782124999999998,0.13675125,0.20275125000000002,0.261945,0.35554125000000003,0.3762441666666667,0.28039749999999997,0,-1,44.93781784620121,36.2064627791447
0.11200583333333335,0.14133916666666668,0.20843,0.26904,0.35962500000000003,0.382725,0.2895275,0,-1,44.938087340786446,36.2064627791447
0.11337625000000001,0.14677500000000002,0.2159375,0.28066562500000003,0.36926375000000006,0.3890133333333334,0.295955625,0,-1,44.938356835371685,36.2064627791447
0.111361875,0.1443,0.21300416666666666,0.27678125,0.3628425,0.3883945833333333,0.291376875,0,-1,44.93862632995692,36.2064627791447
0.11204249999999999,0.1442175,0.212005,0.27773000000000003,0.3657025,0.38443,0.28965125,0,-1,44.93889582454216,36.2064627791447
0.11204249999999999,0.1442175,0.212005,0.27773000000000003,0.3657025,0.38443,0.28965125,0,-1,44.93916531912739,36.2064627791447
0.11438,0.14317249999999998,0.212115,0.27718,0.35910250000000005,0.38131333333333334,0.29225,0,-1,44.93943481371263,36.2064627791447
0.10849500000000001,0.13771375,0.20038625,0.26490812500000005,0.341365,0.37021250000000006,0.28544375,0,-1,44.93970430829786,36.2064627791447
0.11002125000000001,0.13807124999999998,0.19983625000000002,0.26424125,0.3425475,0.37234833333333334,0.286475,0,-1,44.9399738028831,36.2064627791447
0.1104475,0.13942333333333334,0.20376875,0.26698666666666665,0.353568125,0.37789416666666664,0.29204833333333335,0,-1,44.940243297468335,36.2064627791447
0.1104475,0.13942333333333334,0.20376875,0.26698666666666665,0.353568125,0.37789416666666664,0.29204833333333335,0,-1,44.940512792053575,36.2064627791447
0.1073675,0.1341525,0.194824375,0.25371791666666665,0.3402191666666667,0.3625125,0.28109875,0,-1,44.94078228663881,36.2064627791447
0.1059375,0.13350625,0.1924834375,0.24994125,0.33543875,0.3543541666666667,0.2746927777777778,0,-1,44.94105178122404,36.2064627791447
0.10482375,0.13116875,0.18982968749999996,0.248844,0.3467836458333333,0.35274214285714284,0.26691857142857145,0,-1,44.94132127580928,36.2064627791447
0.10254125,0.13166375,0.19219125,0.24922624999999998,0.352145,0.35815833333333336,0.26511666666666667,0,-1,44.94159077039451,36.2064627791447
0.10254125,0.13166375,0.19219125,0.24922624999999998,0.352145,0.35815833333333336,0.26511666666666667,0,-1,44.94186026497975,36.2064627791447
0.10765624999999998,0.134895,0.19576625,0.251433125,0.36034000000000005,0.37231625,0.28564999999999996,0,-1,44.942129759564985,36.2064627791447
0.11508583333333333,0.14123375,0.20128000000000001,0.2535025,0.34603083333333334,0.38959541666666664,0.31313625,4,-1,44.942399254150224,36.2064627791447
0.10995250000000001,0.1361875,0.1953125,0.241375,0.34031999999999996,0.37574,0.295845625,4,-1,44.94266874873546,36.2064627791447
0.11343124999999998,0.14298,0.2008675,0.2400275,0.3065775,0.328605,0.267740625,0,-1,44.9429382433207,36.2064627791447
0.11343124999999998,0.14298,0.2008675,0.2400275,0.3065775,0.328605,0.267740625,0,-1,44.94320773790593,36.2064627791447
0.09308125,0.11237708333333335,0.14765499999999998,0.13350625,0.144251875,0.15844875,0.129690625,0,-1,44.94347723249117,36.2064627791447
0.067135,0.08039000000000002,0.10141375,0.07120500000000002,0.05707000000000001,0.05128125,0.043155,0,-1,44.9437467270764,36.2064627791447
0.06087875000000001,0.07253416666666666,0.09255875,0.05817,0.04233916666666667,0.036953749999999994,0.02906583333333333,0,-1,44.944016221661634,36.2064627791447
0.1074225,0.13627,0.194425625,0.25390124999999997,0.331905,0.35405624999999996,0.27601125000000004,0,-1,44.93593138410456,36.20673227372993
0.1074225,0.13627,0.194425625,0.25390124999999997,0.331905,0.35405624999999996,0.27601125000000004,0,-1,44.936200878689796,36.20673227372993
0.106185,0.13314875,0.2017475,0.26436499999999996,0.355445,0.35988625,0.2740725,0,-1,44.936470373275036,36.20673227372993
0.106920625,0.13611875,0.20412625,0.2708825,0.37206875,0.37620750000000003,0.27605250000000003,0,-1,44.93673986786027,36.20673227372993
0.11205349999999999,0.14304324999999998,0.210135,0.27808750000000004,0.375685,0.38818833333333336,0.2945554166666667,0,-1,44.93700936244551,36.20673227372993
0.11109375000000002,0.140395,0.2113725,0.27985666666666664,0.37474312499999995,0.382401875,0.28824875000000005,0,-1,44.93727885703074,36.20673227372993
0.110908125,0.14140562500000003,0.21013500000000002,0.276135,0.37644812499999997,0.385585,0.28995375,0,-1,44.93754835161598,36.20673227372993
0.110908125,0.14140562500000003,0.21013500000000002,0.276135,0.37644812499999997,0.385585,0.28995375,0,-1,44.93781784620121,36.20673227372993
0.11237249999999999,0.14348875,0.21040999999999999,0.27686374999999996,0.37418625000000005,0.39222625,0.29621687500000005,0,-1,44.938087340786446,36.20673227372993
0.11399500000000001,0.14705000000000001,0.21734,0.28151125,0.3760975,0.3970708333333333,0.30158625000000006,0,-1,44.938356835371685,36.20673227372993
0.11152687499999998,0.14573,0.2158825,0.28318875,0.37058604166666664,0.392955,0.29792874999999996,0,-1,44.93862632995692,36.20673227372993
0.11454500000000001,0.14718750000000003,0.21797249999999999,0.2873,0.3762625,0.39373875,0.29764,0,-1,44.93889582454216,36.20673227372993
0.11454500000000001,0.14718750000000003,0.21797249999999999,0.2873,0.3762625,0.39373875,0.29764,0,-1,44.93916531912739,36.20673227372993
0.11849124999999999,0.14721499999999998,0.21541500000000002,0.28464625,0.3738425,0.3924875,0.30434999999999995,0,-1,44.93943481371263,36.20673227372993
0.10995250000000001,0.1392125,0.202386875,0.26730750000000003,0.35401499999999997,0.37998875,0.29332250000000004,0,-1,44.93970430829786,36.20673227372993
0.110344375,0.13954708333333332,0.20277416666666667,0.26828375000000004,0.35255749999999997,0.38133350000000005,0.293494375,0,-1,44.9399738028831,36.20673227372993
0.11208375,0.14390583333333334,0.20676166666666665,0.275145,0.35792,0.387640625,0.293625,0,-1,44.940243297468335,36.20673227372993
0.11208375,0.14390583333333334,0.20676166666666665,0.275145,0.35792,0.387640625,0.293625,0,-1,44.940512792053575,36.20673227372993
0.1107775,0.139515,0.20124562499999998,0.26426875,0.34789625,0.38025,0.28775375,0,-1,44.94078228663881,36.20673227372993
0.109808125,0.1374760714285714,0.19996,0.264585,0.34593687500000003,0.37402812499999993,0.2854575000000001,0,-1,44.94105178122404,36.20673227372993
0.10882499999999998,0.1335475,0.19428583333333332,0.2566375,0.3401641666666667,0.3625832142857143,0.2781865,0,-1,44.94132127580928,36.20673227372993
0.10854541666666667,0.13644875,0.20283375,0.26412437499999997,0.361198,0.375265625,0.28100250000000004,0,-1,44.94159077039451,36.20673227372993
0.10854541666666667,0.13644875,0.20283375,0.26412437499999997,0.361198,0.375265625,0.28100250000000004,0,-1,44.94186026497975,36.20673227372993
0.11388499999999999,0.14584,0.211076875,0.2739075,0.37889562499999996,0.3940275,0.29278625,0,-1,44.942129759564985,36.20673227372993
0.11721937500000001,0.14764400000000003,0.2096675,0.262804375,0.36617687500000007,0.3863825,0.29442250000000003,0,-1,44.942399254150224,36.20673227372993
0.10807333333333331,0.1340425,0.19022499999999998,0.2384325,0.34945,0.37447500000000006,0.2786375,0,-1,44.94266874873546,36.20673227372993
0.10852250000000002,0.13546333333333332,0.19351125,0.2437033333333333,0.35349250000000004,0.37349875,0.28563625000000004,0,-1,44.9429382433207,36.20673227372993
0.10852250000000002,0.13546333333333332,0.19351125,0.2437033333333333,0.35349250000000004,0.37349875,0.28563625000000004,0,-1,44.94320773790593,36.20673227372993
0.11059875,0.1368475,0.19963,0.24970750000000003,0.3353975,0.364135,0.2905725,0,-1,44.94347723249117,36.20673227372993
0.09789375000000002,0.12387208333333333,0.17094749999999997,0.17587,0.1943866666666667,0.20805875000000001,0.18182375,0,-1,44.9437467270764,36.20673227372993
0.07339812499999998,0.08784250000000002,0.11030999999999999,0.084625,0.08314916666666668,0.08290625000000001,0.06498999999999999,0,-1,44.944016221661634,36.20673227372993
0.06444687499999999,0.07630624999999999,0.09433708333333332,0.06537041666666665,0.05507624999999999,0.04773374999999999,0.040295,0,-1,44.944285716246874,36.20673227372993
0.058066875000000004,0.06934875,0.0894375,0.058369375000000015,0.04220625,0.037648125000000005,0.02856625,0,-1,44.94455521083211,36.20673227372993
0.058066875000000004,0.06934875,0.0894375,0.058369375000000015,0.04220625,0.037648125000000005,0.02856625,0,-1,44.944824705417346,36.20673227372993
0.10270166666666668,0.13020625,0.19226000000000001,0.2567475,0.362045,0.355335,0.260845,0,-1,44.93539239493409,36.20700176831517
0.10514916666666668,0.1320625,0.19793875,0.2605425,0.35597666666666666,0.356469375,0.26619375,0,-1,44.935661889519324,36.20700176831517
